# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
dẫn	D7x		
truyền	Rlo		
biểu	bhR		
phí	fi1		
ca	caz		
biển	bdR		
thư	TUA		
bé	bes		
bỏ	boR		
lịch	lCj		
trần	R72		
chung	Cva		
xác	xS1		
vật	v9j		
rõ	roX		
giữa	jzw		
giả	jar		
bài	bGf		
sao	spz		
cái	cGs		
y	zya		
du	Duz		
ứng	zns		
tử	tUU		
đẹp	dMj		
xem	xH0		
hoàng	h8F		
hoà	hCF		
dù	Duf		
trả	Ra3		
sẻ	ser		
chiếc	CcS		
đủ	dur		
dài	DGf		
kiện	kdJ		
cổ	c0R		
vàng	vKf		
thay	TT0		
đạt	dqj		
thuộc	TDY		
kế	kEs		
gái	gGs		
trợ	Rd5		
lê	lEz		
ba	baz		
nhỏ	yoR		
ký	kye		
chọn	CSJ		
chiến	CdS		
câu	c5z		
thuật	TdY		
sơn	s1Z		
mất	m9s		
hỏi	hlR		
gặp	g3j		
thái	TG1		
chiều	ChF		
biến	bdS		
lấy	lBs		
vệ	vEj		
bàn	bkf		
luôn	lCa		
tên	tr0		
phủ	fu3		
xảy	xT3		
danh	DWz		
quận	q75		
đức	dNs		
đúng	dve		
thích	TC1		
dục	Dgy		
đảm	djr		
bởi	bxR		
ấy	zBs		
tiết	tj7		
bác	bSs		
hạn	hkj		
hậu	h5j		
đời	dxF		
quân	q70		
ai	zGz		
hưởng	hsr		
cây	cBz		
quảng	qK3		
tranh	RW0		
so	soZ		
sang	sKz		
đội	dqJ		
tố	t07		
cửa	czu		
vùng	vvi		
kể	kEr		
nguồn	NCi		
trạng	RK5		
vốn	vhs		
nhóm	yQS		
căn	c1z		
phân	f70		
xuống	xrE		
cuối	cme		
tất	t91		
cứ	cUe		
bay	bTz		
nghiệm	Wlj		
thí	Ti1		
chuẩn	Chu		
cố	c0S		
tàu	tt2		
lao	lpz		
mở	mdr		
liệu	lhJ		
nữa	nzw		
tướng	ts1		
tối	tq7		
uỷ	zbu		
lưu	lRa		
đăng	d2z		
ít	zDS		
nhạc	ySj		
mắt	m4s		
lãnh	lWx		
ngọc	NnJ		
đoạn	dsJ		
xin	xK6		
đốc	dfS		
trực	RN5		
đặt	d4j		
trách	Rg1		
bắc	bxs		
tuyển	tlU		
vận	v7j		
dương	Dsz		
riêng	rgZ		
ngoại	NrJ		
luận	lhy		
mạng	mKj		
cụ	cuj		
sơ	sdz		
đa	daz		
phía	fv1		
đóng	dzS		
tương	ts0		
nông	ntZ		
yếu	z3e		
ninh	nmZ		
tội	tqC		
khăn	K1z		
xuân	xhA		
mục	mgy		
nghĩa	Wvx		
cạnh	cWj		
cháu	Cts		
lớp	l2S		
đào	dpf		
hoạch	h6J		
khẩu	K5r		
long	lzZ		
phong	fz6		
vũ	vux		
phú	fu1		
nghĩ	Wix		
môi	mqZ		
thiếu	Th7		
thật	T95		
hiểu	hhR		
nổi	nqR		
chạy	CTj		
trái	RG1		
cán	cks		
thuốc	TDE		
kỹ	kyw		
hữu	hRw		
cục	cgy		
áp	zfs		
cộng	ctJ		
thuận	ThY		
tinh	tm6		
nhật	y9j		
chân	C7z		
lòng	lzF		
càng	cKf		
dưới	Dpe		
nó	noS		
nhìn	yKF		
đêm	dXz		
quang	qK0		
nhanh	yWz		
nghiên	WdZ		
gửi	gNu		
hỗ	h0X		
châu	C5z		
khá	Kas		
phúc	fgE		
phép	fM1		
trai	RG0		
tải	tG3		
đảng	dKr		
chơi	CxZ		
chết	Ccs		
gọi	glJ		
đàn	dkf		
môn	mhz		
tuần	tho		
lễ	lEx		
dung	Dva		
góp	gNS		
huy	hba		
tân	t70		
khả	Kar		
hồi	hqF		
hôm	hzz		
biên	bdZ		
lan	lkz		
độc	dfJ		
linh	lmZ		
cung	cva		
toán	ts7		
giấy	jBs		
cường	csf		
đáng	dKs		
tai	tG0		
tuyến	tlE		
nằm	n0f		
gồm	gzf		
xúc	xgE		
duy	Dba		
sắc	sxs		
giang	jKz		
trao	Rp0		
lo	loZ		
bí	bis		
buổi	bmu		
thần	T72		
sân	s7z		
đồ	d0F		
thuỷ	TbU		
cử	cUu		
tây	tB0		
khoẻ	KbR		
nghe	Wez		
rộng	rtJ		
vui	vja		
toà	tC8		
hồng	htF		
dành	DWf		
phối	fq7		
kim	kQz		
khoản	KsR		
tấn	t71		
vai	vGz		
chống	CtS		
lệ	lEj		
khí	Kis		
vô	v0Z		
lương	lsz		
dễ	DEx		
đầy	dBf		
sư	sUa		
nặng	n2j		
mai	mGz		
trò	Ro8		
hương	hsz		
nguy	Nba		
hại	hGj		
thảo	Tp3		
đảo	dpr		
thiện	TdC		
nuôi	nma		
ghi	Giz		
quán	qk1		
chịu	CkJ		
tưởng	ts3		
phường	fs2		
niên	ndZ		
tết	tc1		
mong	mzZ		
lộ	l0J		
cực	cNj		
vài	vGf		
bước	bWe		
đô	d0Z		
nghiêm	Wlz		
đà	daf		
chấp	Cys		
thuế	TGE		
thoại	TrC		
đứng	dns		
đôi	dqZ		
di	Diz		
uống	zre		
phản	fk3		
nghề	WEf		
vọng	vzJ		
thấp	Ty1		
âm	zDz		
tiện	tdC		
lĩnh	lmX		
thẩm	TD3		
dầu	D5f		
khám	Kjs		
màu	mtf		
hát	hqs		
đau	dtz		
xa	xa0		
hiểm	hlr		
lâu	l5z		
mô	m0Z		
kiếm	kls		
mặc	mxj		
nghỉ	Wir		
viết	vjS		
phù	fu2		
nhằm	y0f		
xuyên	xlA		
kỷ	kyu		
ngờ	Ndf		
yên	z1a		
mưa	mza		
hạ	haj		
nghi	Wiz		
kéo	kJs		
khởi	KxR		
ương	zsz		
nâng	n8z		
khẳng	K2r		
cư	cUa		
mẫu	m5x		
trương	Rs0		
quý	qyE		
mại	mGj		
phá	fa1		
chú	Cus		
sai	sGz		
ô	z0Z		
chăm	C0z		
hùng	hvi		
suất	sde		
sâu	s5z		
tuấn	thE		
bức	bNs		
đọc	dnJ		
lâm	lDz		
nợ	ndj		
khỏi	KlR		
phạt	fq5		
tín	tK7		
vượt	vty		
đấu	d5s		
thiên	Td6		
thưởng	Ts3		
sông	stZ		
sớm	spS		
dạy	DTj		
cha	Caz		
bổ	b0R		
cải	cGr		
tuyên	tlA		
chỗ	C0X		
áo	zps		
hạnh	hWj		
tầng	t82		
da	Daz		
tạm	tj5		
đẩy	dBr		
dưỡng	Dsx		
chữa	Czw		
vòng	vzF		
phiên	fd6		
đá	das		
mùa	mci		
vay	vTz		
hôn	hhz		
đâu	d5z		
chứ	CUe		
xanh	xW0		
quê	qE0		
hút	hms		
máu	mts		
hiệp	hGJ		
nhờ	ydf		
thăm	T00		
trú	Ru1		
thuê	TGA		
tránh	RW1		
khán	Kks		
chẳng	C2r		
tiểu	th9		
ánh	zWs		
quay	qT0		
soát	sBS		
nhiệt	yjJ		
ngôi	NqZ		
thắng	T21		
dũng	Dvw		
món	mSS		
thừa	Tzo		
ung	zva		
cháy	CTs		
khắc	Kxs		
ngồi	NqF		
phê	fE0		
họp	hNJ		
trì	Ri2		
tô	t06		
quen	qo0		
vinh	vmZ		
miền	mdF		
chợ	Cdj		
nhu	yuz		
chắc	Cxs		
nền	nrf		
giống	jtS		
nga	Naz		
nóng	nzS		
thôn	Th0		
phút	fm1		
giai	jGz		
ổn	zhr		
bầu	b5f		
ưu	zRa		
thầy	TB2		
nhớ	yds		
mắc	mxs		
dấu	D5s		
sóc	snS		
quanh	qW0		
trời	Rx8		
mối	mqS		
cà	caf		
tỉ	ti3		
thậm	TD5		
chờ	Cdf		
chỉnh	CmR		
khánh	KWs		
ma	maz		
thúc	TgE		
lai	lGz		
ngủ	Nur		
siêu	shZ		
thịt	TDC		
chiếm	Cls		
tức	tN1		
đứa	dze		
may	mTz		
nẵng	n2x		
thơ	Td0		
bày	bTf		
song	szZ		
nhiễm	ylx		
hãy	hTx		
đón	dSS		
ấn	z7s		
chuyến	Cle		
khảo	Kpr		
phóng	fz7		
can	ckz		
bánh	bWs		
suy	sba		
cân	c7z		
đáp	dfs		
vẻ	ver		
khoá	KCS		
lựa	lzy		
hưng	hnz		
trải	RG3		
truy	RbA		
lái	lGs		
sợ	sdj		
trồng	Rt8		
thú	Tu1		
kịp	kvJ		
dòng	DzF		
ích	zCs		
lạc	lSj		
tỏ	to9		
hàn	hkf		
khối	KqS		
tặng	t25		
suốt	sse		
khuyến	Kle		
đổ	d0R		
á	zas		
đỏ	doR		
phan	fk0		
rút	rms		
tái	tG1		
mấy	mBs		
cũ	cux		
rau	rtz		
nghèo	WJf		
mời	mxF		
gắn	g1s		
thụ	Tu5		
cầm	cDf		
tờ	td2		
tốc	tf7		
buộc	bDy		
cam	cjz		
ước	zWe		
dư	DUa		
biện	bdJ		
quần	q72		
tim	tQ0		
phi	fi0		
thất	T91		
thai	TG0		
vong	vzZ		
bạc	bSj		
lãi	lGx		
tắc	tx1		
the	Te0		
khúc	Kge		
sài	sGf		
giác	jSs		
ngữ	NUw		
cắt	c4s		
hài	hGf		
bè	bef		
phiếu	fh7		
niệm	nlj		
sửa	szu		
dừng	Dnf		
la	laz		
thiệt	TjC		
xếp	xZ1		
tận	t75		
tĩnh	tmB		
sung	sva		
thử	TUU		
đài	dGf		
thẳng	T23		
to	to6		
dịp	DvJ		
thôi	Tq6		
trăm	R00		
chở	Cdr		
vĩnh	vmX		
nhẹ	yej		
sữa	szw		
nguyện	Nly		
nêu	nUz		
trắng	R21		
sạch	sgj		
tộc	tfC		
cận	c7j		
bóng	bzS		
chục	Cgy		
ly	lya		
dần	D7f		
phổ	f09		
vé	ves		
thác	TS1		
sỹ	syw		
xong	xz6		
lỗi	lqX		
chóng	CzS		
niềm	nlf		
tri	Ri0		
gốc	gfS		
đỡ	ddx		
nhi	yiz		
thoát	TB7		
chặt	C4j		
tù	tu2		
a	zaz		
sẵn	s1x		
hãng	hKx		
làng	lKf		
loạt	lBJ		
gió	joS		
cười	cpi		
vân	v7z		
dạng	DKj		
gòn	gSF		
cưới	cpe		
vững	vnx		
lá	las		
dây	DBz		
hấp	hys		
nhắc	yxs		
nộp	nTJ		
coi	clZ		
liệt	ljJ		
nối	nqS		
đỗ	d0X		
kém	kHs		
võ	voX		
luyện	lly		
lẽ	lex		
sắp	s3s		
bến	brs		
rừng	rnf		
nhấn	y7s		
lạnh	lWj		
hầu	h5f		
tôn	th0		
huynh	hHa		
cậu	c5j		
cấu	c5s		
chứa	Cze		
cập	cyj		
đám	djs		
xấu	x51		
kiên	kdZ		
gà	gaf		
thiệu	ThC		
lắng	l2s		
lạ	laj		
lắm	l0s		
sa	saz		
lửa	lzu		
dao	Dpz		
sắt	s4s		
sóng	szS		
tạp	tf5		
đột	dRJ		
mê	mEz		
chụp	Cny		
kê	kEz		
giảng	jKr		
gắng	g2s		
hoạ	hCJ		
cánh	cWs		
ngăn	N1z		
giàu	jtf		
trụ	Ru5		
huyết	hQe		
quỹ	qyW		
đương	dsz		
cuốn	cCe		
tầm	tD2		
ngại	NGj		
tá	ta1		
giản	jkr		
đòi	dlF		
xăng	x20		
cướp	cqe		
lộc	lfJ		
thượng	Ts5		
kích	kCs		
mật	m9j		
kịch	kCj		
ủng	zvu		
rơi	rxZ		
tuý	tbE		
cặp	c3j		
núi	nje		
dinh	DmZ		
xung	xvA		
liền	ldF		
tồn	th2		
trấn	R71		
bào	bpf		
đích	dCs		
tuyệt	tQY		
buồn	bCi		
bồi	bqF		
hạng	hKj		
giết	jjS		
ngắn	N1s		
đợt	d3J		
vườn	vfi		
chắn	C1s		
thải	TG3		
cấm	cDs		
miễn	mdX		
phước	fWE		
quà	qa2		
trận	R75		
nắng	n2s		
mái	mGs		
mạch	mgj		
bạch	bgj		
bãi	bGx		
trà	Ra2		
mơ	mdz		
nắm	n0s		
chữ	CUw		
phẫu	f54		
rượu	r4y		
buôn	bCa		
phận	f75		
hơi	hxZ		
hy	hya		
hào	hpf		
đem	dHz		
nửa	nzu		
trưng	Rn0		
mừng	mnf		
khổ	K0R		
tươi	tpA		
trinh	Rm6		
khấu	K5s		
ngã	Nax		
băng	b2z		
bây	bBz		
đen	doz		
nổ	n0R		
huế	hGe		
xế	xE1		
trúng	RvE		
hoang	h8Z		
kêu	kUz		
bữa	bzw		
tùng	tvo		
vết	vcs		
dõi	DlX		
bờ	bdf		
chiếu	ChS		
lượt	lty		
lào	lpf		
thăng	T20		
chút	Cms		
cơm	cpZ		
kháng	KKs		
tấm	tD1		
chậm	CDj		
thoả	TC9		
trộm	Rz5		
sàng	sKf		
lũ	lux		
ơn	z1Z		
ngụ	Nuj		
nghìn	WKF		
sạn	skj		
hằng	h2f		
nỗi	nqX		
ngô	N0Z		
âu	z5z		
gương	gsz		
chàng	CKf		
trúc	RgE		
vương	vsz		
ngược	NWy		
cơn	c1Z		
kẻ	ker		
bật	b9j		
đinh	dmZ		
ngập	Nyj		
khóc	KnS		
nỗ	n0X		
hạt	hqj		
đoạt	dBJ		
ngàn	Nkf		
thao	Tp0		
kính	kmS		
ràng	rKf		
hè	hef		
chào	Cpf		
bò	boF		
nhuận	yhy		
huỳnh	hHi		
mã	max		
cảng	cKr		
hoài	hrF		
bùi	bji		
thọ	ToC		
trạm	Rj5		
đừng	dnf		
đâm	dDz		
cát	cqs		
hiếu	hhS		
lừa	lzi		
lược	lWy		
mộ	m0J		
kiểu	khR		
tệ	tE5		
khắp	K3s		
giam	jjz		
kia	kvz		
đàm	djf		
trùng	Rvo		
bậc	b6j		
túi	tjE		
mãi	mGx		
màn	mkf		
đẳng	d2r		
xóm	xQ7		
giật	j9j		
đuổi	dmu		
khủng	Kvu		
kênh	kYz		
tóc	tn7		
đậu	d5j		
đợi	dxJ		
lẫn	l7x		
ngũ	Nux		
thách	Tg1		
kiều	khF		
giỏi	jlR		
dị	Dij		
ví	vis		
dựa	Dzy		
đoán	dsS		
kiệm	klj		
viêm	vlz		
thuyết	TQE		
bão	bpx		
trốn	Rh1		
tang	tK0		
gấp	gys		
binh	bmZ		
ngang	NKz		
rối	rqS		
não	npx		
khẩn	K7r		
nhiêu	yhZ		
ngư	NUa		
ấm	zDs		
vỡ	vdx		
lành	lWf		
thận	T75		
tường	ts2		
gói	glS		
xu	xu0		
khiển	KdR		
ngọt	NyJ		
ho	hoZ		
dàng	DKf		
gạo	gpj		
giọng	jzJ		
hẹn	hoj		
sốt	sRS		
già	jaf		
ngon	NSZ		
mùi	mji		
hiến	hdS		
chảy	CTr		
thẻ	Te3		
hiền	hdF		
hề	hEf		
lệnh	lYj		
duyên	Dla		
trại	RG5		
rác	rSs		
trưa	RzA		
thuyền	Tlo		
chánh	CWs		
bụng	bvy		
mổ	m0R		
giành	jWf		
ngôn	Nhz		
ha	haz		
lối	lqS		
chấn	C7s		
gỗ	g0X		
xương	xs0		
sứ	sUe		
quên	qr0		
mắn	m1s		
nấu	n5s		
loạn	lsJ		
ga	gaz		
chấm	CDs		
nha	yaz		
trừ	RUo		
ruột	rsy		
trật	R95		
dáng	DKs		
mẽ	mex		
súng	sve		
mũi	mjw		
uy	zba		
bảng	bKr		
kèm	kHf		
đặng	d2j		
dám	Djs		
dược	DWy		
lẻ	ler		
miệng	mgJ		
rời	rxF		
hứng	hns		
lục	lgy		
in	zKZ		
chu	Cuz		
nhũng	yvw		
đập	dyj		
ép	zMs		
chặn	C1j		
hung	hva		
thở	Td3		
đèn	dof		
béo	bJs		
túc	tgE		
cương	csz		
hàm	hjf		
huyền	hli		
huỷ	hbu		
khích	KCs		
bền	brf		
khô	K0Z		
dụ	Duj		
duyệt	DQy		
phức	fN1		
sàn	skf		
sổ	s0R		
khen	Koz		
chúc	Cge		
thầu	T52		
non	nSZ		
thuý	TbE		
dâu	D5z		
bá	bas		
tuỳ	tbo		
nai	nGz		
khuôn	KCa		
le	lez		
bia	bvz		
dữ	DUw		
hiếm	hls		
đãi	dGx		
ôm	zzz		
tật	t95		
làn	lkf		
tiêm	tl0		
trông	Rt6		
bốn	bhs		
điển	ddR		
lỗ	l0X		
gỡ	gdx		
kín	kKS		
trứng	Rn1		
phán	fk1		
mềm	mXf		
tú	tu1		
dâm	DDz		
dày	DTf		
thập	Ty5		
chăn	C1z		
bối	bqS		
ngừng	Nnf		
rẻ	rer		
thiểu	Th9		
nhắn	y1s		
nhảy	yTr		
dứt	DTe		
tổn	th3		
phấn	f71		
rào	rpf		
quỳnh	qSo		
góc	gnS		
táo	tp1		
ống	ztS		
mệt	mcj		
mạc	mSj		
dậy	DBj		
nhánh	yWs		
chạm	Cjj		
mát	mqs		
hư	hUa		
nét	nPs		
gan	gkz		
căng	c2z		
lô	l0Z		
kho	KoZ		
hẳn	h1r		
thùng	Tvo		
toả	tC9		
tiềm	tl2		
bột	bRJ		
thang	TK0		
đồn	dhf		
cụm	cky		
hỏng	hzR		
đam	djz		
hảo	hpr		
khuyên	Kla		
rửa	rzu		
khoán	KsS		
tràn	Rk2		
xinh	xm6		
tung	tvA		
van	vkz		
hô	h0Z		
thù	Tu2		
ẩn	z7r		
ghế	GEs		
thổ	T09		
rà	raf		
bó	boS		
tông	tt6		
chẽ	Cex		
bếp	bZs		
đáo	dps		
đấy	dBs		
trịnh	RmC		
doạ	DCJ		
tụ	tu5		
tháo	Tp1		
trữ	RUW		
lãng	lKx		
tắm	t01		
cãi	cGx		
xưa	xzA		
lúa	lce		
mưu	mRa		
tôm	tz0		
ngoái	NrS		
canh	cWz		
hứa	hze		
ái	zGs		
lắp	l3s		
thạch	Tg5		
sắm	s0s		
xứ	xUE		
trầm	RD2		
mỏi	mlR		
loan	lsZ		
bổng	btR		
cựu	cRy		
đỉnh	dmR		
bắn	b1s		
cai	cGz		
tán	tk1		
đua	dca		
thịnh	TmC		
xâm	xD0		
thảm	Tj3		
tốn	th1		
mỡ	mdx		
thự	TUY		
hộp	hTJ		
tran	Rk0		
ẩm	zDr		
thép	TM1		
tiếc	tc7		
tam	tj0		
yến	z1e		
trào	Rp2		
bù	buf		
ngưỡng	Nsx		
tan	tk0		
răng	r2z		
nàng	nKf		
nhãn	ykx		
khiếu	KhS		
hoảng	h8R		
mực	mNj		
giấu	j5s		
chối	CqS		
loài	lrF		
tàng	tK2		
cống	ctS		
chùa	Cci		
đền	drf		
cổng	ctR		
chốt	CRS		
hoan	hsZ		
lọc	lnJ		
hoả	hCR		
giường	jsf		
hầm	hDf		
my	mya		
cột	cRJ		
bốc	bfS		
chín	CKS		
điệu	dhJ		
đắt	d4s		
than	Tk0		
thuẫn	ThW		
ro	roZ		
đe	dez		
thạnh	TW5		
gợi	gxJ		
rủi	rju		
thơm	Tp6		
niêm	nlz		
va	vaz		
mâu	m5z		
vũng	vvw		
củ	cur		
dạ	Daj		
khống	KtS		
hồn	hhf		
thói	Tl7		
sôi	sqZ		
ven	voz		
lưới	lpe		
trích	RC1		
tháp	Tf1		
cản	ckr		
lang	lKz		
miếng	mgS		
cất	c9s		
lặng	l2j		
đạp	dfj		
điệp	dGJ		
đốt	dRS		
pha	fa0		
bạo	bpj		
vỏ	voR		
mầm	mDf		
khung	Kva		
cắp	c3s		
thờ	Td2		
treo	RJ0		
huống	hre		
chừng	Cnf		
oan	zsZ		
vả	var		
trọ	RoC		
lãm	ljx		
thoải	Tr9		
lệch	lVj		
ấp	zys		
lưng	lnz		
co	coZ		
bơi	bxZ		
u	zuz		
ân	z7z		
mảnh	mWr		
ghép	GMs		
dàn	Dkf		
lợn	l1J		
chai	CGz		
giấc	j6s		
cờ	cdf		
cẩm	cDr		
thua	TcA		
giáp	jfs		
xả	xa3		
đắk	dYe		
muối	mme		
khuẩn	Khu		
váy	vTs		
lít	lDS		
huấn	hhe		
chủng	Cvu		
trôi	Rq6		
say	sTz		
heo	hJz		
ngực	NNj		
hối	hqS		
mau	mtz		
vẽ	vex		
hâm	hDz		
ngừa	Nzi		
khoe	KbZ		
vất	v9s		
bỏng	bzR		
bớt	b3S		
i	ziz		
tuyết	tQE		
bận	b7j		
sót	syS		
bát	bqs		
phỏng	fz9		
bông	btZ		
bang	bKz		
tuân	thA		
lò	loF		
che	Cez		
khát	Kqs		
chém	CHs		
đậm	dDj		
bại	bGj		
tiệc	tcC		
nhịp	yvJ		
mệnh	mYj		
đống	dtS		
mặn	m1j		
săn	s1z		
bích	bCs		
đo	doZ		
mây	mBz		
móc	mnS		
xứng	xn1		
hong	hzZ		
viễn	vdX		
chua	Cca		
thả	Ta3		
lam	ljz		
đẻ	der		
cứng	cns		
sáu	sts		
mì	mif		
xoá	xC7		
vắng	v2s		
mãn	mkx		
triều	Rh8		
cốt	cRS		
su	suz		
giây	jBz		
nhung	yva		
chó	CoS		
tiệm	tl5		
tròn	RS8		
khâu	K5z		
lậu	l5j		
chuỗi	Cmw		
kiệt	kjJ		
bám	bjs		
lạm	ljj		
bom	bQZ		
bê	bEz		
trân	R70		
hưu	hRa		
vải	vGr		
trăng	R20		
đựng	dnj		
dọc	DnJ		
gánh	gWs		
cỏ	coR		
thuỳ	Tbo		
nghiện	WdJ		
vở	vdr		
đắc	dxs		
ngộ	N0J		
tre	Re0		
nở	ndr		
ngãi	NGx		
cẩn	c7r		
vĩ	vix		
lầm	lDf		
tả	ta3		
trục	RgY		
dọn	DSJ		
vội	vqJ		
thiệp	TGC		
đai	dGz		
triệt	RjC		
sốc	sfS		
liêm	llz		
mượn	mfy		
tắt	t41		
tu	tu0		
bách	bgs		
truyện	RlY		
trống	Rt7		
bọn	bSJ		
cú	cus		
phượng	fs5		
dưa	Dza		
ngõ	NoX		
tủ	tu3		
dập	Dyj		
muộn	mCy		
vời	vxF		
chẩn	C7r		
buýt	bJe		
huệ	hGy		
vu	vuz		
ùn	zKi		
tụng	tvY		
mét	mPs		
vang	vKz		
tiễn	tdB		
yết	z2e		
gọn	gSJ		
sập	syj		
nại	nGj		
chim	QQz		
hôi	hqZ		
phổi	fq9		
thuỵ	TbY		
xô	x06		
nhàng	yKf		
vẹn	voj		
vua	vca		
giận	j7j		
chìm	QQf		
nhựa	yzy		
dường	Dsf		
rạng	rKj		
ngọn	NSJ		
chinh	CmZ		
lở	ldr		
nề	nEf		
ngầm	NDf		
trộn	Rh5		
pháo	fp1		
lân	l7z		
nhan	ykz		
tha	Ta0		
nhậu	y5j		
nồng	ntF		
thợ	Td5		
pham	fj0		
trọn	RSC		
lăng	l2z		
thưa	TzA		
khuyết	KQe		
sánh	sWs		
mắm	m0s		
nhầm	yDf		
đạn	dkj		
chênh	CYz		
bảy	bTr		
lọt	lyJ		
khôi	KqZ		
xoay	xE6		
nụ	nuj		
hang	hKz		
toạ	tCC		
tách	tg1		
vướng	vss		
múa	mce		
bi	biz		
e	zez		
lão	lpx		
kì	kif		
gò	goF		
hi	hiz		
giày	jTf		
hẹp	hMj		
kẹt	kPj		
ốc	zfS		
ảo	zpr		
đắp	d3s		
dính	DmS		
nén	nos		
ác	zSs		
hiển	hdR		
bề	bEf		
lồng	ltF		
mốc	mfS		
móng	mzS		
mạn	mkj		
ức	zNs		
suối	sme		
uý	zbe		
lí	lis		
cưỡng	csx		
nướng	nss		
bụi	bjy		
khói	KlS		
đói	dlS		
dĩ	Dix		
kiêm	klz		
mến	mrs		
nhơn	y1Z		
tuệ	tGY		
mù	muf		
đeo	dJz		
khớp	K2S		
gãy	gTx		
vạn	vkj		
thước	TWE		
lấn	l7s		
trắc	Rx1		
rèn	rof		
xách	xg1		
điền	ddF		
mạo	mpj		
bơm	bpZ		
sen	soz		
phu	fu0		
khoáng	K8S		
gìn	jKF		
tàn	tk2		
nhạy	yTj		
nhượng	ysj		
nhẫn	y7x		
chán	Cks		
đớn	d1S		
lạng	lKj		
leo	lJz		
xá	xa1		
tráng	RK1		
ném	nHs		
thoái	Tr7		
soạn	ssJ		
nảy	nTr		
khê	KEz		
lạt	lqj		
lây	lBz		
thuần	Tho		
hò	hoF		
phật	f95		
bàng	bKf		
com	cQZ		
dỡ	Ddx		
diệt	DjJ		
ruộng	rry		
diệu	DhJ		
rạp	rfj		
phùng	fvo		
đĩa	dvx		
thô	T06		
thắc	Tx1		
tám	tj1		
tràng	RK2		
hổ	h0R		
quyên	q1A		
rét	rPs		
đành	dWf		
tảng	tK3		
thánh	TW1		
thuy	TbA		
nhé	yes		
lấp	lys		
vỉa	vvr		
mồ	m0F		
xạ	xa5		
lứa	lze		
vươn	vfa		
mày	mTf		
xi	xi0		
sợi	sxJ		
nhở	ydr		
bùng	bvi		
liều	lhF		
nguyệt	NQy		
tứ	tUE		
thạc	TS5		
san	skz		
bế	bEs		
chiêu	ChZ		
ám	zjs		
giãn	jkx		
dời	DxF		
mỏ	moR		
đan	dkz		
dã	Dax		
trâu	R50		
thoáng	T87		
oanh	z9Z		
son	sSZ		
thâm	TD0		
ngắm	N0s		
vịnh	vmJ		
út	zms		
liêu	lhZ		
dắt	D4s		
rộn	rhj		
úc	zge		
xưởng	xs3		
khổng	KtR		
khanh	KWz		
bẩn	b7r		
dông	DtZ		
nát	nqs		
ngạc	NSj		
bể	bEr		
khang	KKz		
kem	kHz		
bút	bms		
phái	fG1		
ôn	zhz		
bón	bSS		
rãi	rGx		
ngoan	NsZ		
luồng	lri		
lông	ltZ		
tạ	ta5		
rẫy	rBx		
luân	lha		
vấp	vys		
sạt	sqj		
hắn	h1s		
rủ	rur		
chửi	CNu		
mộc	mfJ		
im	zQz		
đằng	d2f		
sâm	sDz		
thoảng	T89		
nút	nms		
gũi	gjw		
nấm	nDs		
ngâm	NDz		
lồ	l0F		
bội	bqJ		
dừa	Dzi		
chúa	Cce		
cua	cca		
măng	m2z		
xơ	xd0		
quế	qE1		
củng	cvu		
o	zoZ		
quyến	q1E		
mũ	mux		
mảng	mKr		
chả	Car		
ngào	Npf		
tím	tQ1		
gom	gQZ		
ốm	zzs		
đầm	dDf		
khơi	KxZ		
băn	b1z		
men	moz		
vây	vBz		
địch	dCj		
khoăn	KLZ		
sưu	sRa		
hụt	hmj		
lắk	lYe		
bồ	b0F		
dở	Ddr		
bì	bif		
trượt	RtY		
đùa	dci		
ngạch	Ngj		
dốc	DfS		
nhã	yax		
gạch	ggj		
man	mkz		
mông	mtZ		
bái	bGs		
bỗng	btX		
soi	slZ		
mười	mpi		
khứ	KUe		
sương	ssz		
rũ	rux		
khéo	KJs		
dồn	Dhf		
lộn	LLj		
diễm	Dlx		
lỏng	lzR		
khoảnh	K9R		
ổ	z0R		
cỡ	cdx		
gối	gqS		
manh	mWz		
ngơi	NxZ		
cước	cWe		
bún	bKe		
hán	hks		
hòn	hSF		
côn	chz		
màng	mKf		
dâng	D8z		
ơi	zxZ		
hận	h7j		
mẻ	mer		
hở	hdr		
tựu	tRY		
dạo	Dpj		
ngột	NRJ		
hiếp	hGS		
hỗn	hhx		
lính	lmS		
thắn	T11		
thắt	T41		
trùm	Rko		
cay	cTz		
luỹ	lbw		
chanh	CWz		
đạm	djj		
đồi	dqF		
ranh	rWz		
xao	xp0		
tạng	tK5		
chuột	Csy		
bọc	bnJ		
ưa	zza		
hố	h0S		
thầm	TD2		
voi	vlZ		
cốc	cfS		
thấu	T51		
mọc	mnJ		
rể	rEr		
nhát	yqs		
ngón	NSS		
nhì	yif		
sụt	smj		
dịu	DkJ		
dang	DKz		
phiền	fd8		
rạch	rgj		
thằng	T22		
rắn	r1s		
lôi	lqZ		
rỡ	rdx		
gắt	g4s		
xông	xt6		
ghen	Goz		
tê	tE0		
hoại	hrJ		
đứt	dTe		
mò	moF		
bắp	b3s		
nhí	yis		
mờ	mdf		
chuyền	Cli		
dệt	Dcj		
hãi	hGx		
má	mas		
cắm	c0s		
nồi	nqF		
dối	DqS		
rải	rGr		
ớt	z3S		
ham	hjz		
chè	Cef		
cúng	cve		
phụng	fvY		
nôn	nhz		
xót	xy7		
ngợi	NxJ		
